VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
PNC BANK,TRAVEL & MEETING EXPENSE,320,8/16/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1710.07,12/22/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,75166.42,4/14/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,835.72,7/12/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,169642.6,12/20/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4661.2,11/10/22
CALIBER PACKAGING LLC,MAINTENANCE & REPAIRS,2064.3,5/19/22
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,1966142,2/24/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6415,9/1/22
METROPOLITAN WATER RECLAMATION.,EQUIPMENT RENTAL,30400,9/22/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,GENERAL EXPENSES,24946.82,1/13/22
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,3090,3/17/22
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,2022.35,5/31/22
PNC BANK,MAINTENANCE & REPAIRS,747.22,11/15/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,17026.19,11/17/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,7.26,6/23/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,9954.59,4/14/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,58.3,1/6/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,525,3/17/22
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,23458.05,10/20/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,34750,7/21/22
VINI KALRA M.D.,ADMINISTRATION & HR,43.75,11/10/22
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,83173.64,7/28/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,17258.08,3/17/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1099.85,5/26/22
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,85858.76,4/28/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2706.65,5/10/22
MERMEC Inc.,CONTRACTUAL SERVICES,35638.95,9/1/22
NORTH AMERICAN TRANSIT SERVICES ASSOCIATION,GENERAL EXPENSES,17406.35,12/1/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,46923.4,3/22/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1306.32,11/3/22
PROJECT MANAGEMENT INSTITUTE,GENERAL EXPENSES,129,7/29/22
CUMMINS INC.,MAINTENANCE & REPAIRS,1221.6,8/11/22
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1850,1/25/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1312.2,5/5/22
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1282.36,1/5/22
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,20,4/12/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,16042.56,11/25/22
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,55373.54,7/29/22
"PREMIER STAFFING SOURCE, INC.",CONSULTING,3280.5,1/13/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,48.75,5/19/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4362.35,10/20/22
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2276.79,4/11/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,6117,7/12/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,27.9,5/19/22
POSTAL PARTNERS,GENERAL EXPENSES,146.68,12/22/22
PEOPLES GAS,UTILITIES EXPENSE,31795.32,7/14/22
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1680,5/19/22
IDES,GENERAL EXPENSES,37325,9/22/22
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,800,3/14/22
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,200,12/29/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,288759.53,2/15/22
DELL MARKETING L.P.,TECHNOLOGY SERVICES,119555,6/16/22
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,365.3,5/26/22
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,326.15,10/6/22
PEOPLES GAS,UTILITIES EXPENSE,197853.5,3/24/22
DELL MARKETING L.P.,DIRECT PURCHASES,5429.1,3/3/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,86.63,3/31/22
"GLOBAL FINISHING SOLUTIONS, LLC",MAINTENANCE & REPAIRS,4700,4/28/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1023482.93,3/24/22
Einstein Graphic Services,DIRECT PURCHASES,6208,8/25/22
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,1575,10/17/22
"GEORGE A. SISSON, JR., M.D.",ADMINISTRATION & HR,750,9/22/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,9770,6/30/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,798,9/8/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1004.5,7/28/22
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,761959.8,12/15/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,5631.79,12/20/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3576.69,7/19/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,905,7/29/22
"SERENA SOFTWARE, INC.",MAINTENANCE & REPAIRS,36306.92,10/18/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,19639.71,4/26/22
BRITTANY BIRTS,CONTRACTUAL SERVICES,50,10/27/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
UNITED PARCEL SERVICE,MAINTENANCE & REPAIRS,5185.33,11/10/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,5474.45,7/28/22
"RIB GROUP CONSULTING, INC.",CONSULTING,23200,10/17/22
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,1550,7/14/22
MIDWEST ANESTHESIA AND PAIN SPECIALISTS SC,ADMINISTRATION & HR,1775,8/25/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,5220.4,4/14/22
ASSOCIATION OF ASIAN CONSTRUCTION ENTERPRISES,GENERAL EXPENSES,1000,2/10/22
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,146.9,9/29/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,4065.02,3/1/22
"ZF SERVICES NORTH AMERICA, LLC",MATERIAL LOAD/ADJ,19141,10/11/22
HUSEBY GLOBAL LITIGATION,LEGAL COSTS,690.3,6/23/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,17982.01,3/10/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,3354.9,2/15/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,13655,9/22/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,170.8,8/25/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,11/23/22
COZEN O'CONNOR,LEGAL COSTS,1711,11/29/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,22144,12/6/22
PTC Inc.,TECHNOLOGY SERVICES,2772,5/19/22
"SB FRIEDMAN DEVELOPMENT ADVISORS, LLC",GENERAL EXPENSES,16660,5/31/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,550280.25,4/28/22
"DELTEK, INC.",GENERAL EXPENSES,2540,11/10/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,6233.09,4/6/22
BIAS CORPORATION,MAINTENANCE & REPAIRS,1763.31,8/25/22
"WISCO, INC.",MAINTENANCE & REPAIRS,193.2,10/27/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16256.26,5/5/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,5970.37,9/12/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,280.7,8/18/22
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6000,7/29/22
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,32277.8,7/14/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,696,3/17/22
MB REAL ESTATE,ADVERTISING & PROMOTION,938,10/27/22
ZIP RECRUITER INC,ADVERTISING & PROMOTION,5697,2/17/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,164.7,5/5/22
AURIGA CORPORATION,GENERAL EXPENSES,28014.64,1/6/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,1408,2/8/22
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,5100,5/12/22
ANCEL GLINK P.C.,LEGAL COSTS,600,11/17/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,3193.78,9/22/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125,4/5/22
VINI KALRA M.D.,ADMINISTRATION & HR,175,11/10/22
MAGNA LEGAL SERVICES,LEGAL COSTS,299.5,7/19/22
VILLAGE OF WILMETTE (R),UTILITIES EXPENSE,3878.79,5/19/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,15968.03,12/1/22
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,677.68,8/25/22
Terrence J Schaffner,CONTRACTUAL SERVICES,10087.5,3/3/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,641,9/13/22
KONE SPARES,DIRECT PURCHASES,19781.12,12/29/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,2/17/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,550280.25,2/1/22
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,458.95,4/28/22
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,9600,5/10/22
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,5127.42,12/29/22
*KOI COMPUTERS,DIRECT PURCHASES,12520,6/9/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1608,6/28/22
TOWN OF CICERO,UTILITIES EXPENSE,10684.05,7/14/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1656.24,5/26/22
"SAF-T-GARD INTERNATIONAL, INC.",MAINTENANCE & REPAIRS,9031,8/18/22
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,3204,10/17/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,177.25,12/1/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,57318,5/17/22
STAPLES ADVANTAGE,DIRECT PURCHASES,23044.63,4/28/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,58831.6,8/25/22
"WISCO, INC.",MAINTENANCE & REPAIRS,3544.77,12/15/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,38523.44,1/13/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,155922.83,3/31/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,150010.3,3/17/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,166047.76,2/15/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,11492.66,1/19/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,76316.88,12/1/22
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1070.87,10/6/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1556.28,2/3/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,4023.61,8/16/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,423896.29,11/25/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,9266.12,12/15/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,479.1,12/8/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,614423.49,9/29/22
AT & T CORP,UTILITIES EXPENSE,282238.67,12/8/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,73046.66,4/28/22
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,623.25,3/2/22
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,6000,3/3/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,16790,1/5/22
ZIONS BANK,FINANCIAL & TREAS SVCS,4500,1/6/22
TERESA BOYLE ROGERS CONSULTING,CONSULTING,5368.38,1/5/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,10/27/22
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1566.69,6/30/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,1860.8,6/30/22
UNIVERSITY OF ILLINOIS AT URBANA,TRAVEL & MEETING EXPENSE,495,5/26/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1271.25,7/27/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,11/8/22
CSC,MAINTENANCE & REPAIRS,143182,3/1/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22594.71,3/24/22
LEXITAS,LEGAL COSTS,884.57,4/14/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3225,9/20/22
UNIVERSITY OF CHICAGO      (2),ADMINISTRATION & HR,1500,12/15/22
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,7015.67,5/11/22
Dunbar Security Products,GENERAL EXPENSES,1500,4/21/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1125,9/27/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,14793.81,7/29/22
ARIS TILLMAN HARRIS,LEGAL COSTS,75,12/8/22
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1070.87,9/8/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,93,3/17/22
"GREATER ILLINOIS TITLE COMPANY, INC.",LEGAL COSTS,400,5/26/22
KANE COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,84,5/5/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,6343,3/10/22
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,409.34,1/5/22
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,16940,3/3/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,28.89,2/17/22
CUMMINS INC.,MAINTENANCE & REPAIRS,213.78,7/21/22
Wisconsin Lift Truck Corp. DBA Ellis Systems,DIRECT PURCHASES,9000,2/24/22
SECRETARY OF STATE.........,LEGAL COSTS,5,5/5/22
"MWM CONSULTING GROUP, INC.",CONSULTING,18000,3/31/22
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,55125,11/3/22
"MID-AMERICA BUSINESS SYSTEMS & EQUPMENT, INC.",MAINTENANCE & REPAIRS,1314.15,8/23/22
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,7160,9/1/22
NATIONAL SAFETY COUNCIL,GENERAL EXPENSES,425,1/20/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,487.35,6/30/22
"MYERS SERVICE, INC.",LEGAL COSTS,92,9/29/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,7/21/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3030,1/18/22
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,765,6/23/22
"MYTHICS, INC.",MAINTENANCE & REPAIRS,12250,6/30/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1442.6,9/22/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,173.6,2/1/22
ANCEL GLINK P.C.,LEGAL COSTS,13655,12/8/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,238.01,1/20/22
PEOPLES GAS,UTILITIES EXPENSE,25533.75,12/13/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16588.02,10/6/22
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,6012.5,8/4/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,18900,3/29/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,37027.77,9/29/22
CDW GOVERNMENT LLC,DIRECT PURCHASES,112,6/14/22
VINI KALRA M.D.,ADMINISTRATION & HR,43.75,11/10/22
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,249,10/6/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,309,5/19/22
AT & T CORP,UTILITIES EXPENSE,18240.03,9/1/22
"ELEMENT MATERIALS TECHNOLOGY NEW BERLIN, INC.",DIRECT PURCHASES,6250,6/30/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,200230.46,12/22/22
CINTAS CORPORATION,DIRECT PURCHASES,24145,7/28/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,177374.68,2/15/22
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,21000,6/14/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,44675.94,3/24/22
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,245,1/3/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,21491.5,8/18/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,19122.65,3/1/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,101694.91,7/21/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1010,5/19/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,960,5/5/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,476161.39,5/26/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,397.61,12/22/22
PNC BANK,TRAVEL & MEETING EXPENSE,1889.19,12/16/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2837.18,1/27/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,8199.37,1/27/22
CITY OF CHICAGO HEIGHTS,GENERAL EXPENSES,100,9/8/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,66667.81,1/20/22
PNC BANK,TRAVEL & MEETING EXPENSE,29,2/15/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,17644.83,2/17/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8667.38,12/29/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,16931.19,7/7/22
TAB SERVICE COMPANY,GENERAL EXPENSES,2838.08,3/24/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5717.2,9/15/22
"RI-DEL MFG, INC",DIRECT PURCHASES,12067.23,2/3/22
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9394.8,6/16/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,426.71,11/16/22
NATIONAL HIGHWAY INSTITUTE,TRAVEL & MEETING EXPENSE,27500,5/26/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80,1/27/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,9.08,5/19/22
Konecranes,MAINTENANCE & REPAIRS,4533.84,8/25/22
TIMOTHY M KUZEL,ADMINISTRATION & HR,650,1/27/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,15252.16,3/17/22
TALX CORPORATION,CONTRACTUAL SERVICES,1350,6/23/22
"AMERESCO, INC.",CONSULTING,14730,3/1/22
*MOORE SECURITY INC.,PURCHASE OF SECURITY SERVICES,45331.64,10/25/22
RAMSEN YOUKHANA,LEGAL COSTS,75,5/12/22
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,6667,11/17/22
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340,1/27/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,4099.7,12/13/22
"PROMPT ELECTRIC, INC.",DIRECT PURCHASES,2931,7/19/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1580.3,9/8/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1128.48,4/19/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,8510,7/14/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16615.38,5/12/22
VTECH SOLUTION INC,GENERAL EXPENSES,3720.44,10/17/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,5/5/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,7.26,6/16/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,900,2/8/22
JACKSON LEWIS PC,LEGAL COSTS,2828,7/26/22
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,7365,5/17/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,454,10/27/22
PLANET DEPOS LLC,LEGAL COSTS,250,6/9/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,210000,1/13/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,4/7/22
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,9.4,7/12/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2268.5,7/28/22
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,475198.12,12/13/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,611.35,2/10/22
AN EXECUTIVE DECISION,ADVERTISING & PROMOTION,4797.02,8/4/22
"*DatamanUSA, LLC",GENERAL EXPENSES,6808,9/8/22
JACKSON LEWIS PC,LEGAL COSTS,31388,3/3/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,358.8,10/25/22
PEOPLES GAS,UTILITIES EXPENSE,46912.18,8/11/22
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,240,3/17/22
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,3/17/22
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,950,8/11/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
AN EXECUTIVE DECISION,ADVERTISING & PROMOTION,6528.19,8/4/22
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,70,3/24/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2443,8/4/22
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,149.5,3/31/22
PNC BANK,GENERAL EXPENSES,189,7/18/22
Konecranes,MAINTENANCE & REPAIRS,540,5/19/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,2435.02,3/17/22
ERIC ROBINSON DPT,ADMINISTRATION & HR,787.5,9/29/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,27102,12/1/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,46500.31,6/28/22
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,4463.67,8/18/22
ENTERPRISE FLEET SERVICES,EQUIPMENT RENTAL,44116.28,3/3/22
VTECH SOLUTION INC,GENERAL EXPENSES,6308,10/27/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,363750.41,12/27/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,7391.98,8/23/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,6/7/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1510,1/13/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
STAPLES ADVANTAGE,DIRECT PURCHASES,23710.54,9/1/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2542.05,12/20/22
JACKSON LEWIS PC,LEGAL COSTS,1148,4/7/22
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000,4/5/22
Wensco,ADVERTISING & PROMOTION,495,7/14/22
"CROWE, LLP",FINANCIAL & TREAS SVCS,80000,4/21/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,1070.6,3/29/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,33655.14,3/17/22
TKOS II LLC,GENERAL EXPENSES,3849.77,10/27/22
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,1221.14,3/31/22
CUMMINS INC.,MAINTENANCE & REPAIRS,305.4,9/8/22
PNC BANK,TRAVEL & MEETING EXPENSE,2415.38,11/15/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,692.5,8/16/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,467,1/13/22
BJPR Internet Technologies,TECHNOLOGY SERVICES,39900,4/21/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1141,8/11/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,296,3/31/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,57679.55,5/26/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1629.44,11/25/22
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,229.9,2/24/22
"OER SERVICES, LLC",EQUIPMENT RENTAL,9600,1/25/22
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,5100,9/15/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,726,1/13/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1400,1/5/22
