VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1608.00,10/31/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,590988.28,10/31/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,6122.55,11/7/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,33455.00,11/21/2023
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,974926.48,11/24/2023
"RIB GROUP CONSULTING, INC.",CONSULTING,37423.69,11/24/2023
Wensco,DIRECT PURCHASES,525.00,12/14/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,23400.00,12/21/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,527655.23,12/28/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,2155.00,2/9/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,683726.28,3/2/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,3/16/2023
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,314445.28,4/27/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,375.00,5/23/2023
"PRISM PACKAGING CONSULTANTS, LLC.",MAINTENANCE & REPAIRS,652.45,8/29/2023
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,89.95,10/19/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,4030.00,11/28/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,2170.62,2/23/2023
AT & T CORP,UTILITIES EXPENSE,7374.30,3/30/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,1635.00,4/20/2023
MICHAEL LONG,LEGAL COSTS,75.00,4/6/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,126.96,4/27/2023
"B & H PHOTO VIDEO, INC.",CONTRACTUAL SERVICES,2699.00,5/18/2023
VILLAGE OF WILMETTE,UTILITIES EXPENSE,4136.19,5/25/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,6/8/2023
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,8419.74,9/21/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,1026.45,10/19/2023
*HIGHWAY SAFETY CORPORATON,EQUIPMENT RENTAL,8088.00,2/28/2023
Carahsoft Technology Corporation,MAINTENANCE & REPAIRS,111744.43,4/4/2023
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,9000.00,4/27/2023
VILLAGE OF SUMMIT,GENERAL EXPENSES,200.00,7/6/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,200.00,7/13/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,7/18/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,2929.00,10/31/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,8253.30,1/24/2023
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,457.00,2/2/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
"SVANACO, INC.",TECHNOLOGY SERVICES,27985.50,3/21/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/25/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,11247.66,6/29/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,7/20/2023
HOLLAND & KNIGHT LLP,LEGAL COSTS,9796.50,7/20/2023
CHRISTOPHER J BERGIN,LEGAL COSTS,40.00,10/5/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3602.25,12/14/2023
*Freddies Inc,CONTRACTUAL SERVICES,1352.50,1/12/2023
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,3/2/2023
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,10681.64,3/30/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,4/20/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,7377.24,4/27/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,592.50,5/16/2023
PLANET DEPOS LLC,LEGAL COSTS,443.50,5/11/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,3640.92,5/23/2023
*FALK ASSOCIATES,GENERAL EXPENSES,15000.00,8/31/2023
PEOPLES GAS,UTILITIES EXPENSE,14372.06,8/22/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,63534.65,5/18/2023
METROPOLITAN INSTITUTE OF PAIN,ADMINISTRATION & HR,187.50,11/22/2023
"*URLAUB, BOWEN & ASSOCIATES, INC.",LEGAL COSTS,394.95,5/26/2023
"CHICAGO UNITED INDUSTRIES, LTD.",EQUIPMENT RENTAL,4155.38,6/6/2023
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,1837.26,2/2/2023
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,1166.00,2/9/2023
COMPASS MINERALS AMERICA INC,DIRECT PURCHASES,39462.33,3/8/2023
"CEMBRE, INC",MAINTENANCE & REPAIRS,3447.92,8/25/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,403398.39,3/21/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,34279.85,6/20/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,1208.94,7/20/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,27350.04,6/29/2023
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,7087.30,7/20/2023
*Freddies Inc,TRAVEL & MEETING EXPENSE,293.00,9/14/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,28086.06,9/21/2023
ROYAL REPORTING SERVICES,LEGAL COSTS,2351.00,11/9/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,30267.00,10/31/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,1041833.69,11/7/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,13219.45,11/30/2023
PNC BANK,TRAVEL & MEETING EXPENSE,3847.01,11/15/2023
"DELTEK, INC.",GENERAL EXPENSES,2286.00,12/7/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,10775.55,3/16/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,2233.14,2/14/2023
AT & T CORP,UTILITIES EXPENSE,357399.23,4/6/2023
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,33000.00,5/11/2023
Martinez Retail Management d/b/a All Window Cleaning Services,MAINTENANCE & REPAIRS,31345.00,5/18/2023
"RI-DEL MFG, INC",DIRECT PURCHASES,17772.70,8/4/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,7789.00,6/29/2023
OLIVE HARVEY MIDDLE COLLEGE,TRAVEL & MEETING EXPENSE,434.00,6/29/2023
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,1752309.66,7/3/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,754.95,12/7/2023
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1008.00,8/1/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,5989.00,8/24/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9819.65,11/2/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,660.00,12/7/2023
"WBDC, WOMEN'S BUSINESS DEVELOPMENT CENTER",GENERAL EXPENSES,2500.00,1/24/2023
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,76250.00,2/15/2023
AON RISK SERVICES INC. OF IL,FINANCIAL & TREAS SVCS,17200.00,5/9/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,8/17/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1204.86,8/22/2023
PEOPLES GAS,UTILITIES EXPENSE,18075.20,11/28/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,5277.92,12/12/2023
"*EVERLIGHTS, INC.",MAINTENANCE & REPAIRS,300.00,12/28/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,2445.00,4/13/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",GENERAL EXPENSES,1357.40,6/1/2023
PNC BANK,ADVERTISING & PROMOTION,1396.80,5/16/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,7/13/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,8703.24,9/28/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,1485.70,12/12/2023
"CONCARE, INC.",MAINTENANCE & REPAIRS,13113.32,12/7/2023
MAGNA LEGAL SERVICES,LEGAL COSTS,1174.18,12/7/2023
UNION PACIFIC RAILROAD COMPANY,FACILITY RENTAL,105000.00,5/23/2023
Arrow Strategy Group LLC,CONTRACTUAL SERVICES,1350.00,6/29/2023
HOLLAND & KNIGHT LLP,LEGAL COSTS,17257.50,8/21/2023
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,2791.80,12/28/2023
AN EXECUTIVE DECISION,TRAVEL & MEETING EXPENSE,9735.00,1/12/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,489.00,1/26/2023
HOLISTIC SOLUTIONS LLC,CONTRACTUAL SERVICES,2000.00,2/23/2023
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,14925.56,3/23/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,485915.00,3/28/2023
CHRIST TEMPLE MISSIONARY BAPTIST CHURCH,GENERAL EXPENSES,750.00,6/22/2023
DAVID R. GUELICH M.D,ADMINISTRATION & HR,900.00,6/29/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,4185.00,8/29/2023
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.60,1/5/2023
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,2512.00,4/27/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,379.12,9/7/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,975.00,9/7/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,9085.02,9/12/2023
"ICE MILLER, LLP",LEGAL COSTS,2500.00,9/12/2023
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,1232368.95,11/7/2023
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,12567.03,11/16/2023
TOWN OF CICERO,UTILITIES EXPENSE,2473.89,3/2/2023
SKOKIE POLICE DEPARTMENT,LEGAL COSTS,5.00,3/23/2023
"*L. A. COURT REPORTERS, LLC",LEGAL COSTS,275.00,8/17/2023
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340.00,10/19/2023
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,13527.65,1/10/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5003.70,1/26/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,324.00,3/16/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,10098.85,3/2/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,330.00,4/20/2023
"ENVIROPLUS, INC.",MAINTENANCE & REPAIRS,9760.25,5/4/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,403.06,5/18/2023
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,3750.00,5/25/2023
VTECH SOLUTION INC,CONSULTING,2700.00,6/13/2023
VTECH SOLUTION INC,CONSULTING,2430.00,6/29/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,152.61,7/18/2023
"*EVERLIGHTS, INC.",MAINTENANCE & REPAIRS,13800.00,11/24/2023
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,3853.98,8/29/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1853.99,9/6/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3702.00,8/15/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,42140.46,9/21/2023
"National Tek Services, Inc",DIRECT PURCHASES,854.00,9/14/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,4131.21,10/18/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,11/9/2023
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,857.50,11/30/2023
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,33816.64,11/30/2023
PEOPLES GAS,UTILITIES EXPENSE,80224.88,1/26/2023
"WISCO, INC.",DIRECT PURCHASES,135.69,4/11/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,3532.03,7/19/2023
"DATA TEC SYSTEMS, INC.",CONTRACTUAL SERVICES,1632.00,7/27/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1522.50,8/24/2023
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,19706.66,10/19/2023
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,61066.36,11/2/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,10050.00,11/30/2023
BEAUMONT BONE & JOINT INSTITUTE PA,ADMINISTRATION & HR,750.00,12/14/2023
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,395049.58,12/19/2023
"KOPICO, INC.",DIRECT PURCHASES,1650.00,1/26/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,519.18,3/21/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,1727.50,4/18/2023
POSTAL PARTNERS,GENERAL EXPENSES,270.90,5/11/2023
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,2104.80,6/8/2023
CITY OF BURBANK,GENERAL EXPENSES,2100.00,7/13/2023
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,73677.50,8/15/2023
TOOMEY REPORTING,LEGAL COSTS,384.40,8/24/2023
BALOUGH LAW OFFICES LLC,LEGAL COSTS,7851.75,8/31/2023
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,2861.91,10/12/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,843675.32,11/7/2023
MICHAEL KING,LEGAL COSTS,150.00,12/14/2023
"*STEINER SECURITY SERVICES, INC",PURCHASE OF SECURITY SERVICES,217978.76,2/28/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
ROETZEL AND ANDRESS,LEGAL COSTS,88.50,3/23/2023
PARK TAVERN,ADVERTISING & PROMOTION,805.20,7/7/2023
"TRAPEZE SOFTWARE GROUP, INC",MAINTENANCE & REPAIRS,43000.65,11/24/2023
"BUCHANAN REPORTING, INC",LEGAL COSTS,412.50,12/7/2023
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,1900.00,1/5/2023
HI WAY BAKERY,TRAVEL & MEETING EXPENSE,1148.00,3/13/2023
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,823.33,5/4/2023
CINTAS CORPORATION 2,CONTRACTUAL SERVICES,9717.92,7/27/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/14/2023
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,25375.00,1/24/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,431492.29,1/26/2023
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000.00,2/9/2023
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,17742.00,2/9/2023
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,8430.78,4/4/2023
SETON IDENTIFICATION PRODUCTS,DIRECT PURCHASES,3893.97,3/16/2023
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,1600834.07,8/29/2023
ANCEL GLINK P.C.,LEGAL COSTS,117051.70,9/21/2023
DIRECT ENERGY BUSINESS LLC,UTILITIES EXPENSE,248075.81,5/2/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,648.42,6/1/2023
PNC BANK,MAINTENANCE & REPAIRS,52.29,5/16/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,37160.31,7/27/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,330.00,9/21/2023
"J&S POWER SOLUTIONS, INC",MAINTENANCE & REPAIRS,5590.00,9/28/2023
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,104.79,1/5/2023
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,3078.00,1/26/2023
JERMAINE JAMES,LEGAL COSTS,75.00,3/9/2023
"B & H PHOTO VIDEO, INC.",CONTRACTUAL SERVICES,849.00,9/14/2023
MIGUEL A. DEL REAL,CONTRACTUAL SERVICES,1000.00,6/29/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,330.00,9/28/2023
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,71421.05,12/21/2023
"JACKSON MARKING PRODUCTS CO., INC.",DIRECT PURCHASES,33.46,1/5/2023
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,147707.14,1/26/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,8569.24,2/9/2023
ROETZEL AND ANDRESS,LEGAL COSTS,7990.50,2/9/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,2189.13,4/11/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,23809.56,4/27/2023
TRESCAL INC,MAINTENANCE & REPAIRS,839.66,5/30/2023
CHICAGOLAND INVESTIGATIVE SERVICES,LEGAL COSTS,1950.00,5/18/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,546.25,5/11/2023
TKOS II LLC,GENERAL EXPENSES,3874.77,5/25/2023
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,5888.86,7/6/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,4189.07,8/25/2023
"GENERAL COMMUNICATIONS, INC",MAINTENANCE & REPAIRS,12100.00,8/17/2023
AT & T CORP,UTILITIES EXPENSE,31059.56,8/15/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,12927.85,9/12/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,2500.00,9/21/2023
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,1595.00,9/28/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,3859.74,9/28/2023
*CONSOLIDATED PRINTING,ADVERTISING & PROMOTION,1785.00,10/19/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,6338.00,12/7/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,18703.00,1/24/2023
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,9559.44,5/25/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,6/1/2023
COMMONWEALTH EDISON.,UTILITIES EXPENSE,331183.74,6/8/2023
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,1960.20,8/25/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,200.00,10/26/2023
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,61066.36,10/24/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,12/7/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,8593.00,12/28/2023
MAGNA LEGAL SERVICES,LEGAL COSTS,9016.88,12/19/2023
"*STEINER SECURITY SERVICES, INC",PURCHASE OF SECURITY SERVICES,378637.23,12/21/2023
XEROX CORPORATION /XEROX CTR,TECHNOLOGY SERVICES,11398.58,1/26/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,236.00,2/15/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4498.29,3/21/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,4077.32,6/1/2023
PNC BANK,UTILITIES EXPENSE,284.75,5/16/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,20552.00,6/8/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,251.85,8/15/2023
TAMIKA PRESS,CONTRACTUAL SERVICES,3000.00,8/17/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,928.63,9/28/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,1125.00,11/21/2023
"*SILK SCREEN EXPRESS, INC..",ADVERTISING & PROMOTION,1480.00,12/7/2023
Wensco,ADVERTISING & PROMOTION,376.59,4/6/2023
*CONSOLIDATED PRINTING,ADVERTISING & PROMOTION,4189.00,6/8/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,3093.00,6/29/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,250.00,6/27/2023
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,3407.82,9/5/2023
AZZAM M ALKHUDARI MD,ADMINISTRATION & HR,750.00,9/21/2023
AN EXECUTIVE DECISION,GENERAL EXPENSES,9071.47,9/22/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,1559.10,1/5/2023
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,147.12,1/26/2023
NOTARY PUBLIC ASSOCIATION,GENERAL EXPENSES,66.95,2/16/2023
STANDARD PARKING CORPORATION,CONTRACTUAL SERVICES,3410.00,3/30/2023
MICHAEL BEST & FRIEDRICH-CHGO,LEGAL COSTS,1858.50,3/23/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,279.00,4/6/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,1904.00,5/11/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,260932.45,6/15/2023
BALOUGH LAW OFFICES LLC,LEGAL COSTS,3587.50,7/6/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,7290.00,8/29/2023
"VERITEXT, LLC",LEGAL COSTS,299.75,10/26/2023
DAVIS BANCORP,FINANCIAL & TREAS SVCS,72920.58,12/28/2023
"BIDDLE CONSULTING GROUP, INC.",GENERAL EXPENSES,1859.00,8/2/2023
LEXITAS,LEGAL COSTS,585.20,8/17/2023
CSC,MAINTENANCE & REPAIRS,165.00,3/23/2023
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,2025.00,4/13/2023
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,832.00,5/11/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,81.90,6/29/2023
CDW GOVERNMENT LLC,DIRECT PURCHASES,306.00,9/5/2023
PEOPLES GAS,UTILITIES EXPENSE,8065.42,10/3/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,958.00,10/24/2023
"MIDWEST ENVIRONMENTAL SALES CO., INC.",DIRECT PURCHASES,10150.00,1/26/2023
URISA,ADVERTISING & PROMOTION,250.00,2/9/2023
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,25000.00,4/4/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,20987.20,6/8/2023
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,19411.70,11/30/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,3445.85,1/31/2023
"WISCO, INC.",DIRECT PURCHASES,247.83,4/27/2023
"KOPICO, INC.",DIRECT PURCHASES,4470.00,2/9/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,6300.00,1/24/2023
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,19940.00,3/7/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,269056.53,4/20/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,49257.00,4/25/2023
VTECH SOLUTION INC,CONTRACTUAL SERVICES,3911.76,5/4/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6145.00,5/11/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
"*THE BLUEPRINT SHOPPE, INC.",CONTRACTUAL SERVICES,4579.52,8/17/2023
"*ALVAREZ, INC.",CONTRACTUAL SERVICES,96757.72,8/17/2023
"ULINE, INC.",DIRECT PURCHASES,26.25,9/5/2023
"WISCO, INC.",DIRECT PURCHASES,160.68,11/28/2023
"*M & M STAFFING AGENCY, LLC",CONSULTING,4160.03,9/7/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3948.72,10/5/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,69769.00,10/17/2023
ARDC,GENERAL EXPENSES,770.00,11/16/2023
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,11373.60,11/21/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,21571.17,1/12/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3645.00,2/2/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,759173.92,2/23/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,2985.00,3/9/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,92636.67,5/23/2023
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,61066.36,6/22/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,862.40,7/6/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,277.38,7/5/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,8607.24,7/27/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/31/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,17968.00,10/10/2023
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,146.40,12/21/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,36198.00,12/28/2023
IEEE OPERATIONS CENTER,GENERAL EXPENSES,264.00,1/19/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7650.00,2/14/2023
CDW GOVERNMENT LLC,DIRECT PURCHASES,1047.08,3/9/2023
